latency,packet_size,login_attempts,error_rate,country,label
675,90672,36,1.0278466765491845,China,-1
571,108366,37,0.878837389640766,Brazil,-1
51,3587,2,0.012940179960611092,Japan,1
50,3206,2,0.004973864539371609,Denmark,1
46,2714,2,0.004190162550887468,India,1
53,3584,1,0.006832762721484219,Denmark,1
35,1893,2,0.013852002899210214,India,1
44,3218,3,0.01459447791130904,India,1
881,99232,35,0.8155658563075563,Russia,-1
797,92381,41,0.8434280527298268,Russia,-1
48,2505,1,0.006539181963005432,Japan,1
38,3026,1,0.014448055357235165,USA,1
34,3103,1,0.017151999859739638,Denmark,1
35,3363,2,0.007757507960066254,USA,1
39,2889,3,0.008901147508336843,India,1
61,2842,1,0.005846595037631748,Denmark,1
58,2761,3,0.011939021247631063,Japan,1
38,3285,2,0.0037987437503304066,USA,1
45,2970,2,0.016766430445539098,USA,1
39,2747,2,0.005856673867892987,Brazil,1
832,93813,93,0.6428384365702133,Unknown,-1
55,3535,3,0.002364112660957547,USA,1
823,87091,73,0.8480616631445959,Russia,-1
24,3290,3,0.018676982595522272,India,1
48,2307,1,0.010592797969800397,Denmark,1
45,2856,2,0.011059818374966153,USA,1
39,2447,1,0.007179635226610484,India,1
49,2273,1,0.010118222614981706,Japan,1
25,3491,1,0.006305365596032229,Brazil,1
40,1951,1,0.01300934974423746,Denmark,1
55,2686,1,0.014255685206977403,Japan,1
18,3126,2,0.019817167944388942,Japan,1
50,2979,2,0.00016343617091200274,Brazil,1
52,3785,1,0.0017162100829686729,Brazil,1
601,104226,33,0.8887824039923305,China,-1
41,3149,2,0.01862875625808873,Brazil,1
38,3578,2,0.0025321889686630884,Denmark,1
58,3714,2,0.007058415104581885,India,1
58,2740,1,0.0005421954702847249,India,1
32,3110,2,0.00399118822776281,Brazil,1
28,2890,2,0.00920461624956963,Brazil,1
1064,95177,37,0.7231646512814282,Brazil,-1
41,3676,2,0.012782896514032504,Japan,1
50,3436,3,0.0006792151314398281,India,1
44,3244,1,0.007848284334407473,USA,1
1049,94864,73,0.8474661195185701,China,-1
25,3024,3,0.009103664492073959,India,1
52,2635,3,0.013065010195215884,India,1
41,3066,2,0.0006430831497716664,Brazil,1
36,2530,3,0.0038934131676869885,India,1
32,3386,1,0.00955310163116579,Japan,1
21,3000,3,0.017374565643806746,Brazil,1
24,2053,3,0.01250926418012558,Brazil,1
36,3725,3,0.0028610628695144415,Japan,1
50,2861,2,0.009918005046769103,Brazil,1
58,2614,2,0.013712961639159863,USA,1
805,94871,83,0.8984606007700566,Russia,-1
39,3275,1,0.017898273298232643,Japan,1
34,3125,2,0.0043002851827703735,USA,1
41,2437,3,0.014972524379921843,Denmark,1
799,99548,86,0.865597522558824,Unknown,-1
48,2545,2,0.009902621512980277,USA,1
36,3288,1,0.012197115720702263,USA,1
56,2825,1,0.007934914826596466,Brazil,1
44,3224,3,0.006855909434288516,Brazil,1
47,2700,3,0.012144590738812976,Brazil,1
40,3216,3,0.017102051873809063,Brazil,1
45,2674,1,0.01884453552118011,USA,1
38,3513,2,0.021260793104357925,Brazil,1
46,2674,1,0.020022299053734968,India,1
66,2402,1,0.005672818296531064,USA,1
31,3078,1,0.018322513812601658,India,1
44,3240,1,0.019469459189592017,Japan,1
37,1983,1,0.005931295801555238,India,1
58,2030,3,0.011711685040193695,Japan,1
31,3018,1,0.01709922792422159,Japan,1
51,3165,2,0.013937943767488758,USA,1
52,3354,1,0.00145754856061024,Japan,1
56,1507,1,0.014553271033771688,India,1
27,3656,1,0.011709003186328098,India,1
31,2799,3,0.015132927664140181,Denmark,1
54,3439,3,0.008956431659187143,Denmark,1
36,3095,3,0.018549570415712882,India,1
57,2223,2,0.008492529117255551,Brazil,1
36,2986,2,0.005115183401470109,India,1
53,3551,2,0.012604259798816625,Japan,1
54,3235,3,0.01720325550955864,India,1
47,1716,1,0.01849935352984991,India,1
43,2178,1,0.01040000646169767,Japan,1
56,3841,3,0.014229670070327416,India,1
852,97358,68,1.0078182301491727,China,-1
43,4008,3,0.014258479875166834,India,1
47,2224,1,0.006786537547498105,Brazil,1
695,100567,46,0.9789965095233554,China,-1
864,101538,65,0.8436940470632692,Brazil,-1
26,3021,2,0.011426906018118955,Japan,1
75,1951,3,0.00616450187677867,Brazil,1
48,2701,3,0.007729422622973135,Brazil,1
33,2199,3,0.010591200679769092,Japan,1
44,4005,1,0.014816401203900004,USA,1
39,2999,2,0.011277507255434211,Denmark,1
42,3280,2,0.002307968962662532,USA,1
46,3096,1,0.004261076915764335,Japan,1
33,2681,3,0.012321181260275212,India,1
1037,88934,64,0.9995431052868883,Russia,-1
56,3116,2,0.0036949330172261416,USA,1
43,3486,3,0.018658980980390066,India,1
30,3114,3,0.008122011571059098,Brazil,1
700,94047,87,0.9190642314691153,China,-1
56,3378,3,0.013364378193908637,Brazil,1
906,81123,61,0.8053306264509286,Brazil,-1
53,3218,1,0.006090271015135468,Japan,1
661,85072,69,0.7825746252887938,Brazil,-1
49,2130,2,0.00028209293800669256,Brazil,1
53,3257,2,0.015238134173779215,Japan,1
32,3822,1,0.01869106016928261,Japan,1
42,2574,2,0.003507865995309877,USA,1
53,3716,2,0.002968054111362705,Denmark,1
1203,94649,98,0.9265645559084392,Russia,-1
29,2656,2,0.011509823856999866,Japan,1
53,3328,2,0.01046938677171878,USA,1
56,3740,2,0.018804566598931566,USA,1
31,2724,1,0.01715400353814612,USA,1
63,3622,3,0.013892749833243774,India,1
46,2959,1,0.0067237907593198564,Brazil,1
48,2574,2,0.013043877870704403,India,1
446,94304,82,0.8737444093228063,China,-1
57,2331,2,0.005351674307877047,Brazil,1
705,103651,32,0.773744738479244,Russia,-1
56,2342,3,0.007733531024458812,India,1
38,1575,3,0.0035031880092257104,USA,1
48,2598,3,0.00981208976252898,Brazil,1
885,92016,86,0.7524687011227978,Brazil,-1
32,2653,2,0.008116906680606332,Brazil,1
34,2838,2,0.008917596841433667,India,1
53,2806,3,0.002739610085058207,India,1
53,3475,2,0.0077716696662363145,India,1
45,2703,2,0.008685886815230536,USA,1
44,3159,3,0.0008544966847919937,USA,1
50,2648,2,0.014474545151435083,Denmark,1
51,3553,1,0.011500871656285378,Brazil,1
42,2566,3,0.007854708085867478,USA,1
881,120470,68,0.9264837725197979,Brazil,-1
36,3350,1,0.007980210876897098,Brazil,1
53,3187,2,0.012051330744126065,India,1
40,3203,1,0.001496666866986929,Japan,1
50,3361,1,0.0010928972629877867,Denmark,1
43,3224,2,0.01204941404588381,Brazil,1
28,2559,3,0.018897151894846257,India,1
62,4178,1,0.0011102498422955812,Japan,1
945,104329,45,0.9372416410939212,China,-1
44,2723,1,0.0171914468275116,Brazil,1
51,2687,3,0.005939922898729737,India,1
36,3405,1,0.004360807974608522,USA,1
43,3104,2,0.015544285183195984,Denmark,1
1230,85331,83,0.6902008175714633,Russia,-1
28,4119,1,0.0051380404444509266,Denmark,1
42,2473,2,0.0002520914745638512,Japan,1
443,89722,82,0.8223315004998486,Unknown,-1
53,2987,3,0.005935209413024935,USA,1
1327,89709,95,0.9750564167711027,China,-1
56,2671,2,0.015342560035771727,Brazil,1
47,2094,1,0.010422389003511348,USA,1
46,3654,2,0.008148140218208259,USA,1
49,3337,3,0.010506936509764449,Denmark,1
27,3747,2,0.013853795826140602,Japan,1
44,2587,3,0.010001604499224239,Japan,1
48,3202,3,0.01365111267026761,USA,1
995,103845,90,0.8977374338056978,Brazil,-1
54,3317,2,0.01222840227967864,Brazil,1
36,2816,3,0.008563219529978244,Japan,1
36,3147,2,0.013101700831135618,Brazil,1
39,2932,1,0.00627263434691341,Denmark,1
22,3349,3,0.006525418485097778,Brazil,1
42,3629,3,0.01347639572816344,USA,1
877,83925,77,0.9345254883361789,Unknown,-1
56,2532,2,0.012617376868941443,Brazil,1
51,2721,3,0.01086875865866752,Brazil,1
50,3156,3,0.011140564298336694,India,1
28,2987,1,0.015276198145057571,Denmark,1
53,3694,3,0.009964768379639779,Brazil,1
45,2531,1,0.01802004284851321,Japan,1
54,2259,3,0.010146470401813776,India,1
37,3582,2,0.008343943943265052,Denmark,1
49,3949,3,0.0036335300629708267,USA,1
948,94748,21,0.7718592527311293,China,-1
58,2959,1,0.008226728140538183,Japan,1
34,3370,2,0.009201771467623888,Brazil,1
52,2483,2,0.009359415828231849,USA,1
41,2774,3,0.007855225764785465,India,1
47,2743,1,0.022285024128007674,USA,1
44,3032,1,0.013367762415206083,Japan,1
43,3785,3,0.004184126064768264,Brazil,1
53,2596,2,0.00422611081546022,Brazil,1
32,2660,2,0.016413301615621923,Brazil,1
44,3614,1,0.008490390188606686,India,1
42,3367,3,0.018978885785159536,USA,1
22,3743,1,0.003925819886619188,India,1
58,1657,1,0.0025529228324741773,USA,1
59,3243,1,0.017774457833812173,Brazil,1
29,2763,3,0.011576631665774644,USA,1
64,2204,1,0.014654315238586292,Brazil,1
813,88470,80,0.7226957586550592,China,-1
62,4320,2,0.013375589594158474,Brazil,1
48,3057,1,0.0011810749703188832,Brazil,1
41,3043,1,0.007719067345956046,Brazil,1
48,2622,3,0.0014619423185795646,Denmark,1
868,127402,54,0.7749028475802483,Russia,-1
44,3676,3,0.01371450877839504,Japan,1
35,3504,2,0.008943975270113522,USA,1
32,2362,1,0.0034961933191234263,Brazil,1
51,3057,3,0.019069028386624262,Denmark,1
647,103111,24,1.070972119438086,Unknown,-1
39,3554,1,0.02246134680384796,Denmark,1
41,3211,2,0.00998034414889584,Denmark,1
50,3415,2,0.005424214703412778,Denmark,1
998,122668,35,0.6963079102478783,Unknown,-1
1092,108741,52,0.8416921197172363,Unknown,-1
41,2532,3,0.006453401700806188,Japan,1
742,95898,69,0.6983981930086172,Brazil,-1
36,3673,2,0.009112081880375015,Brazil,1
49,3401,2,0.00892075922448877,India,1
34,3655,3,0.012356439221872998,Japan,1
49,3943,1,0.003858542417765328,Brazil,1
63,2453,1,0.01942631899997401,India,1
38,3893,2,0.007293180596523834,Japan,1
46,2394,3,0.018109793554295275,India,1
63,2656,1,0.017112340356118402,India,1
30,2671,1,0.010193096231651395,India,1
53,3618,3,0.0023329374022992583,Brazil,1
47,2494,1,0.0027399897382280637,USA,1
54,2121,2,0.014307146685383434,Japan,1
49,2168,3,0.012874584680973664,Japan,1
38,3143,1,0.012222071843381645,India,1
837,83442,38,0.9285668797593332,China,-1
51,2937,2,0.005639340759725034,India,1
959,104216,70,0.7510058431278414,Brazil,-1
34,2756,1,0.008707045528112509,Denmark,1
61,2731,3,0.005297660187710201,USA,1
694,84501,40,0.7867389720851705,Brazil,-1
49,3753,1,0.013538228240833197,USA,1
53,3673,1,0.0045831566840772555,Brazil,1
51,3039,3,0.011569702727997847,USA,1
41,2394,2,0.005464019646772378,Brazil,1
53,3235,2,0.012646268642415671,India,1
823,111627,24,0.761389449663907,Brazil,-1
37,2745,1,0.0036718720276902907,USA,1
52,3931,1,0.0007409210167011598,Denmark,1
47,3073,2,0.008613289893933333,Japan,1
54,2442,3,0.010452804229035738,Denmark,1
51,2235,3,0.012987118842591586,USA,1
32,3110,2,0.008086976988443139,Brazil,1
55,2848,3,0.009129891095406814,Denmark,1
51,2810,1,0.00829810304508466,Japan,1
44,3807,3,0.016260638035999926,Denmark,1
57,2571,1,0.025007053145582436,India,1
1015,97265,41,0.8620900005478555,China,-1
35,3346,2,0.011234719681204578,India,1
42,3169,2,0.013476291135146302,Denmark,1
49,3539,2,0.0022544990526680566,USA,1
50,2439,3,0.015349084830831633,USA,1
853,91052,95,0.6144511350147777,Russia,-1
23,3114,3,0.006892639654255248,Denmark,1
46,2961,1,0.02055678296988246,Denmark,1
45,3125,3,0.010929550152055219,Japan,1
54,2322,1,0.012461308224249996,USA,1
691,105145,45,0.8941124564310041,Brazil,-1
42,2919,3,0.009210005776658668,Brazil,1
48,2590,3,0.013697120417281836,Brazil,1
53,3322,1,0.010963655816690576,Brazil,1
41,3682,2,0.013917923171707609,USA,1
1177,93689,97,0.73942602326753,Unknown,-1
33,3100,1,0.009898191830354607,USA,1
33,3936,3,0.009971694099823538,USA,1
38,3701,2,0.012732353304654167,USA,1
40,1951,2,0.013312678345337116,India,1
42,3809,3,0.013788714591464152,Japan,1
52,2745,3,0.007160485833720622,Japan,1
32,2268,1,0.006400354450805314,Denmark,1
38,3483,1,0.00022500139770935575,Brazil,1
47,3660,2,0.017093128419230733,India,1
27,2989,1,0.003579856951405819,India,1
55,2800,1,0.020238045000869974,Brazil,1
40,2854,1,0.010837346742673963,USA,1
44,3344,2,0.011448098415014573,Japan,1
51,2942,1,0.013453988409674746,Denmark,1
31,2755,3,0.006943170757041311,India,1
68,2804,3,0.00741367360332275,Denmark,1
29,2543,1,0.003717001541854471,Brazil,1
64,4181,1,0.01705368176540276,USA,1
50,2369,1,0.015700044871743205,Brazil,1
42,3483,1,0.0004578027764607657,Japan,1
51,3489,2,0.00555804708329984,Brazil,1
49,3552,3,0.005340268105578651,Japan,1
35,3215,1,0.011568417167708348,Japan,1
1076,91433,56,0.9759878795562018,Russia,-1
40,2606,2,0.014459599179373984,Brazil,1
49,2301,1,0.008341960831695527,Brazil,1
810,89641,29,0.8793289849925477,China,-1
37,3377,1,0.010529297747362994,Denmark,1
613,106247,39,0.8439396625369688,Russia,-1
56,2484,1,0.011883755753411943,Brazil,1
54,3444,1,0.011006439693076103,Japan,1
664,102106,72,0.889363827768506,China,-1
40,2686,3,0.008854756922603313,Denmark,1
491,86370,44,0.8511066772224334,Unknown,-1
54,3589,1,0.012148318252202674,Denmark,1
36,3396,1,0.010319474576658697,Denmark,1
32,2754,1,0.021823609918440835,USA,1
41,2192,2,0.012682492943335254,USA,1
747,105902,93,0.8437288206185615,Russia,-1
53,2900,1,0.013813072695949476,Denmark,1
46,2511,2,0.012713874126318322,Denmark,1
47,3370,1,0.009180908475915442,India,1
54,3155,3,0.015404289238374409,Japan,1
50,2477,3,0.004583933192238508,Japan,1
38,1732,1,0.006698736373617578,Japan,1
55,3332,3,0.010345943281441495,Brazil,1
42,2523,2,0.010378730250853271,Brazil,1
45,3053,2,0.017946540639034603,Japan,1
59,3327,2,0.012736334317392083,Denmark,1
567,84411,21,0.7706642975150372,Brazil,-1
45,2616,3,0.009743467561186716,USA,1
39,2837,1,0.018187120882977928,USA,1
619,84850,48,0.8667892303722471,Unknown,-1
53,2334,3,0.003389212268625822,Brazil,1
30,2368,2,0.009479804289950034,Japan,1
534,92795,96,0.8278740762028871,Russia,-1
44,2648,1,0.015509981924002762,Japan,1
41,3853,2,0.030350790345005,Japan,1
49,3871,2,0.010205731144616148,Brazil,1
40,2688,2,0.013355781583599706,USA,1
30,2846,3,0.01023147981694522,Brazil,1
39,2874,3,0.017400475534828302,Brazil,1
40,2461,1,0.008806178212063202,USA,1
39,2331,3,0.010465544499678266,Brazil,1
45,3335,1,0.011585469424493011,Brazil,1
37,2780,1,0.019668922175644452,Brazil,1
39,3865,3,0.006292646322659681,Japan,1
45,4042,3,0.009977348819685585,Brazil,1
50,3005,3,0.020475486117476474,Denmark,1
36,2037,3,0.007437868476927229,Japan,1
38,3195,2,0.009239685661713123,India,1
53,3482,2,0.015245085727588977,USA,1
37,3519,1,0.0044404520671252916,Brazil,1
46,3225,3,0.016036802743064987,Japan,1
44,4088,2,0.01487506506831018,Japan,1
40,3107,3,0.006671711852119975,USA,1
45,3028,3,0.0075913285661105105,Denmark,1
35,2587,2,0.0078089171027387995,Denmark,1
944,99402,77,0.6904896415906734,China,-1
39,2862,2,0.009773051182989868,Brazil,1
43,3172,2,0.007895748627873369,Japan,1
53,3490,3,0.016130463384331363,Brazil,1
46,2418,2,0.0063109796529160715,USA,1
55,2393,1,0.009034868854985343,Denmark,1
50,2561,2,0.006612878309974011,Denmark,1
52,3004,3,0.01457649579238774,Brazil,1
39,2242,2,0.012936925483282674,USA,1
54,2647,2,0.011170411566817145,USA,1
50,2973,3,0.015518639264260241,USA,1
50,2687,2,0.001963869619693392,USA,1
20,2252,2,0.01112889434067494,Denmark,1
56,3674,3,0.011973078500866683,India,1
602,97820,96,0.8872267194145311,Brazil,-1
55,3409,2,0.006981622291522955,Denmark,1
870,100602,68,0.8051074600058983,Russia,-1
54,3049,3,0.008055367775332143,Brazil,1
54,3980,3,0.005248510584197937,Brazil,1
32,3112,2,0.009099948519631312,Denmark,1
48,3457,1,0.009976206027603851,India,1
42,2580,3,0.0043666432964137945,Brazil,1
35,3916,2,0.010561322033644282,India,1
49,3009,3,0.012807148250709367,Brazil,1
50,2888,1,0.003268056729038249,India,1
18,2975,1,0.008074258245772886,Denmark,1
1055,93356,65,0.8039920833082989,Unknown,-1
54,3309,2,0.008990608527108965,Denmark,1
568,92036,39,1.0036747713819247,China,-1
26,2041,3,0.017858642100992316,Japan,1
52,2670,2,0.004776696797981966,Denmark,1
54,2623,1,0.010848407483567243,Japan,1
25,3254,3,0.009269366581023807,USA,1
68,2624,3,0.018107549364342716,Denmark,1
23,3092,2,0.0037360929595421904,Brazil,1
46,2860,2,0.014884839581027511,Brazil,1
46,3185,2,0.0006467222883429508,Denmark,1
48,2725,3,0.013754765894538262,India,1
44,3120,1,0.0009770497869293713,Brazil,1
55,2570,2,0.011006752931863343,India,1
674,101335,92,0.7873271290122626,Unknown,-1
690,97356,58,0.6122512899259692,Brazil,-1
42,2978,1,0.02026680750078685,USA,1
38,3321,1,0.00944479689548926,Brazil,1
43,2965,2,0.004762879311551934,Brazil,1
64,2756,3,0.012961187172848084,Japan,1
430,78339,21,0.9076772344847788,Russia,-1
49,2862,2,0.013858717156867442,USA,1
43,2143,3,0.008946974551632587,Brazil,1
49,3258,2,0.010406558822194534,Denmark,1
58,3937,3,0.012042493772531977,India,1
49,2530,3,0.007097263566276878,Brazil,1
56,3307,3,0.011219934686984732,Denmark,1
41,2668,1,0.00988679195945518,Brazil,1
43,3265,3,0.012090792521064594,Japan,1
1038,103307,85,0.9319275191891061,Russia,-1
50,3061,2,0.013280642896759126,Japan,1
40,2652,3,0.012809354914857046,India,1
32,3296,1,0.010988401840317418,Brazil,1
49,3344,3,0.009115812506470236,USA,1
50,3448,1,0.008561333208525462,India,1
52,3416,1,0.00715480401807848,Brazil,1
34,2773,2,0.014653279028505987,Denmark,1
33,2552,3,0.006162723997466184,Denmark,1
41,2997,2,0.006298664757272577,Brazil,1
55,2974,2,0.013867710133350981,USA,1
46,3841,2,0.016029495327630178,Denmark,1
30,3403,3,0.007222839025894531,Denmark,1
40,3387,2,0.01596110838679206,Denmark,1
49,2922,1,0.015776038050804055,Denmark,1
760,84572,28,0.8371933094945424,China,-1
40,3098,3,0.019092718508783375,Denmark,1
711,82491,24,0.8896223658383554,China,-1
47,3261,3,0.01350422971506767,Brazil,1
35,2771,2,0.007461346472098538,Denmark,1
687,85498,83,0.9517588662793143,Unknown,-1
33,3144,2,0.009593872199274628,Japan,1
556,101876,90,0.8424956167437394,Unknown,-1
904,100983,89,0.8977346492985174,Russia,-1
51,2893,1,0.021395994160021973,Brazil,1
37,2683,3,0.015532543233268064,Brazil,1
57,3743,3,0.017266691163295687,India,1
55,3031,2,0.01399467588864242,Japan,1
26,3523,1,0.010955856101522199,India,1
40,3240,2,0.014966661451191562,Brazil,1
44,2777,3,0.006724746158121079,Denmark,1
47,3605,2,0.012116540487794787,Brazil,1
37,2730,1,0.009000624810314033,Brazil,1
39,3106,2,0.0027396598325011732,Japan,1
55,3129,2,0.005566592429746748,USA,1
45,3384,3,0.010660866070191429,Brazil,1
56,2140,2,0.0095065301545048,Brazil,1
58,3154,2,0.014344365210876427,Japan,1
63,3272,2,0.014637701791062161,Brazil,1
50,2337,1,0.011911120375587182,India,1
24,3123,2,0.008061921587376232,Japan,1
831,100454,66,0.8125919425408225,China,-1
54,3530,2,0.012406380208611192,USA,1
39,2758,2,0.017194522164555946,Denmark,1
39,2897,2,0.01312207936868437,Brazil,1
37,2377,1,0.012823772919075854,India,1
60,3047,1,0.016236368930571236,Brazil,1
24,4115,2,0.007947274712098395,Japan,1
53,3341,3,0.010595667030929571,Brazil,1
45,3038,2,0.027042495024214165,Japan,1
55,3261,1,0.0135513719583165,USA,1
61,3765,2,0.00598314922176459,India,1
36,2939,3,0.011815335062171993,India,1
31,3135,1,0.0047282126452281295,Brazil,1
43,2825,3,0.012389156135467783,Brazil,1
887,103771,75,0.7975313698670976,Brazil,-1
36,3008,3,0.018068897439948925,India,1
45,2765,3,0.01029085216564832,Japan,1
976,94030,62,0.9736133336822379,China,-1
732,107689,46,0.7235584430983866,Unknown,-1
24,2576,2,0.010821249879851974,Denmark,1
36,3287,1,0.010545075304602743,Denmark,1
858,104333,57,0.7787997774605223,China,-1
927,95910,29,0.928898886366444,Brazil,-1
42,2144,1,0.019369095225625455,Denmark,1
34,3599,3,0.01289475735122044,Brazil,1
39,3105,2,0.011670759065437391,Brazil,1
49,3150,3,0.014526228683338452,USA,1
63,2094,3,0.0010129126564647813,Denmark,1
53,2642,2,0.013052261965873904,USA,1
53,3240,2,0.007621242632732169,Brazil,1
52,2817,2,0.015053962582578595,India,1
51,3149,3,0.009466691768363714,Denmark,1
46,2954,3,0.0040869796387905735,Brazil,1
652,105550,89,0.7351797209685526,Russia,-1
58,2419,3,0.011513782285646292,Brazil,1
27,2946,3,0.011854058277148983,Brazil,1
38,3754,3,0.006393886498532883,USA,1
706,92852,32,0.8545018435418926,China,-1
34,3267,3,0.012161589047493931,Japan,1
38,3710,3,0.0034279417552781476,Brazil,1
52,2432,2,0.009066954018667178,Brazil,1
849,108621,32,0.6979902864173749,Russia,-1
48,2676,2,0.013771893081092949,Denmark,1
26,3728,1,0.007466966348424449,USA,1
878,75336,89,0.9697826213299776,Unknown,-1
778,78698,30,0.9443669919941936,Russia,-1
708,103149,35,0.6464469885712808,Brazil,-1
41,2287,3,0.008223598866087272,Japan,1
44,3348,2,0.003609869499242119,India,1
629,97528,86,0.7734147101374576,China,-1
877,106407,79,0.753240003476666,China,-1
46,3462,3,0.011094883029948814,USA,1
45,3020,2,0.012547663270443961,Japan,1
795,91280,76,0.8536251610176905,Brazil,-1
788,85076,29,0.8143955826720788,Russia,-1
731,87178,61,0.887014307387896,Russia,-1
49,2662,2,0.008399073129451439,Brazil,1
52,2298,2,0.008049925458110263,Japan,1
44,2585,3,0.01397674323108494,USA,1
36,2856,2,0.012467397968793724,USA,1
64,3043,3,0.004869541099280764,India,1
24,2795,2,0.014523918543773755,Brazil,1
50,2504,3,0.0006951461439423535,Brazil,1
50,2470,2,0.00838496456133615,Denmark,1
63,2587,2,0.01319143710215649,Brazil,1
43,2913,3,0.012393185291220587,Denmark,1
50,2872,2,0.011739447505783492,USA,1
34,3943,3,0.0043980454924462,Denmark,1
41,2730,3,0.018710571767397342,India,1
30,2733,3,0.018378980200373592,USA,1
54,2510,1,0.020497743766640368,Brazil,1
30,3002,3,0.012978626683882508,Japan,1
51,3100,1,0.0025912505235322868,Japan,1
798,118663,83,0.6407326591739096,China,-1
27,2534,2,0.0223223903238796,Brazil,1
43,3391,2,0.0047467818573689825,Denmark,1
54,2732,1,0.004221825361839369,Denmark,1
33,3313,3,0.014747823680933653,Denmark,1
1061,87475,71,0.9403108793673718,China,-1
927,92000,25,0.8581078714452198,Brazil,-1
35,3470,1,0.007312939649292787,Brazil,1
48,3848,1,0.008417960300481453,Japan,1
61,2925,3,0.007656245993574854,Japan,1
37,3551,2,0.011143782287018632,USA,1
45,2518,2,0.007113181541752703,USA,1
44,3106,1,0.012701477274366439,Denmark,1
48,3115,1,0.007419734003642434,Japan,1
70,3553,3,0.008188436980177688,Brazil,1
39,3730,2,0.005976051094338443,USA,1
42,3608,2,0.005375920340777211,Denmark,1
40,3418,3,0.006430837719785703,USA,1
26,3311,3,0.008161044174359523,Denmark,1
45,3389,1,0.01500341326141996,Japan,1
44,2868,1,2.902131504277372e-05,USA,1
41,2832,3,0.006422945791808857,Brazil,1
46,2864,2,0.01155807838594904,Japan,1
58,2576,3,0.010441115436109046,USA,1
33,2216,2,0.012222254140507238,Denmark,1
31,3079,1,0.004007174188391215,Japan,1
53,2774,3,0.0026299483134922964,Japan,1
49,2294,2,0.011563501021081963,Japan,1
49,3096,2,0.005898620751707119,Denmark,1
46,2906,1,0.015719215375916168,Japan,1
36,3027,2,0.011696779989777105,Japan,1
45,1868,3,0.010234563363120428,India,1
38,3424,3,0.02146620192370722,USA,1
41,3422,2,0.009169733986537185,USA,1
25,3719,3,0.006764488280227934,India,1
65,3480,1,0.00982895072706992,India,1
49,2480,1,0.005134145073104613,Japan,1
746,95526,48,0.5918402787440636,China,-1
37,2989,3,0.009729130251556665,USA,1
11,2981,2,0.009631633462591707,Brazil,1
48,3671,1,0.010325450481580931,Brazil,1
39,2823,1,0.02068844827058936,USA,1
736,87529,41,0.9178200948200403,China,-1
1188,98694,23,0.8490794220308476,Brazil,-1
908,76034,65,0.7774568899247549,Brazil,-1
41,2641,2,0.012491333356671786,USA,1
704,95127,94,0.809493616237704,Russia,-1
29,3308,3,0.01746263450578804,USA,1
906,86218,81,0.8655892395401247,China,-1
60,2941,1,0.005145417508227954,Japan,1
50,2373,3,0.009588043764060812,Brazil,1
51,2615,3,0.01643015942060895,USA,1
739,103366,92,0.9336757422844416,China,-1
27,2476,3,0.01667309431599099,Japan,1
48,3964,1,0.01363446339728365,India,1
42,2975,3,0.017641340951344568,Denmark,1
36,1906,2,0.013841385377028094,Brazil,1
51,2860,2,0.009303339386968161,Denmark,1
46,3043,1,0.017773045865573378,Brazil,1
46,3024,1,0.014293304741090399,Denmark,1
658,100233,80,0.9884456525513698,Russia,-1
50,3037,1,0.010613416057087903,Denmark,1
57,2141,1,0.00731251233754239,Brazil,1
57,3775,2,0.01588259303133918,Brazil,1
552,76418,47,0.8977583221647764,Russia,-1
45,2532,2,0.0023447279421066414,USA,1
52,3209,1,0.008703562825459475,Japan,1
44,2939,1,0.015089182645062772,Brazil,1
33,4548,2,0.014360553383966914,USA,1
54,2910,2,0.017871556048309735,Japan,1
51,2306,2,0.006260068087241921,Denmark,1
913,99284,60,1.0086571402933182,Russia,-1
48,3479,2,0.005735943837985449,India,1
51,3508,1,0.011102347535425666,Japan,1
45,4247,3,0.006262530980122555,Japan,1
42,2757,2,0.010957532825139019,Brazil,1
43,3006,2,0.0004314373745408842,India,1
57,2652,1,0.015134783695454061,India,1
54,2183,3,0.010287550897266972,USA,1
17,2296,2,0.009742855053229815,Japan,1
1024,112042,63,0.8600104971464508,Unknown,-1
1026,109100,42,0.8286435864152755,Unknown,-1
63,2873,1,0.009570089091422955,Japan,1
41,2520,3,0.01432951354385198,Japan,1
37,3547,2,0.0031258811647644396,USA,1
31,2889,1,0.014126833206980615,USA,1
39,2155,1,0.0029015528420363746,Brazil,1
53,3766,3,0.0058193938500152795,Denmark,1
448,113396,46,1.006781082170659,Brazil,-1
49,3185,3,0.014075645305054726,Japan,1
42,3276,1,0.01638715653775541,India,1
45,3177,2,0.009889266500574229,USA,1
37,2261,2,0.0056482416728110855,Brazil,1
50,1780,3,0.007873134446378554,Brazil,1
720,95171,60,0.9345455208713113,Brazil,-1
39,2281,2,0.01006259303125849,USA,1
57,3053,2,0.0086445884004192,Brazil,1
556,76268,45,0.7638332314853497,Brazil,-1
32,2156,1,0.004689382081950223,Brazil,1
40,3215,2,0.014993310974715783,India,1
36,2667,3,0.008772356130518253,India,1
55,2993,2,0.011723917884556198,Brazil,1
35,2367,2,0.01297911275824843,Denmark,1
39,3488,3,0.005662869558459913,India,1
56,2464,1,0.013040029581904118,USA,1
38,3427,3,0.010664591944586055,Brazil,1
593,100277,41,0.8436548710866781,Russia,-1
62,2802,1,0.009109511081852546,Brazil,1
50,2953,3,0.012020138278759144,Japan,1
43,3144,1,0.017357630383261886,Brazil,1
689,102969,83,0.840749988300472,Brazil,-1
